Id,Title,Year,Poster,Rating,Plot,,,,,,
5954,25th Hour,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNmE0YjdlYTktMTU4Ni00Mjk2LWI3NWMtM2RjNmFiOTk4YjYxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.7,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",,,,,,
5955,Antwone Fisher,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMDY5MTIyNjEtNGVmYi00MzFkLWE2ODEtZjVjZjc5NGJhZGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",,,,,,
5956,Gangs of New York,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NTM0Mzg2NV5BMl5BanBnXkFtZTcwNjQxMDAwMQ@@._V1_SX300.jpg,7.5,"In 1863, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",,,,,,
5957,Two Weeks Notice,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MTYzNTk5Nl5BMl5BanBnXkFtZTYwMTUyMzE3._V1_SX300.jpg,6.1,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.",,,,,,
5958,"Wild Thornberrys Movie, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwOTAxODc4NV5BMl5BanBnXkFtZTYwMTU3MTY3._V1_SX300.jpg,5.3,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",,,,,,
5959,Narc,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BYjVhMWI2ZjgtNzNiNy00Mjc2LTljZDQtNGYwMzYwMTlhZGFhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.2,When the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case.,,,,,,
5960,Bad Influence,1990,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODYyNjk4Ml5BMl5BanBnXkFtZTcwMTY0MTcyNA@@._V1_SX300.jpg,6.2,"Michael, a wimpy young executive, is about to get pulverized by a jealous boyfriend in a bar when a handsome, mysterious stranger steps in--and then disappears. Later that night, while ...",,,,,,
5961,Blue Steel,1990,https://images-na.ssl-images-amazon.com/images/M/MV5BZDQ5MjgxNGQtZWM0ZC00ZGJkLWFhYWQtNzAxZTQwMDcyNTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.6,A female rookie in the police force engages in a cat and mouse game with a pistol wielding psychopath who becomes obsessed with her.,,,,,,
5962,Body of Evidence,1993,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MTIyMDI2Ml5BMl5BanBnXkFtZTcwNjIzMzMyMQ@@._V1_SX300.jpg,4.3,A woman is accused of killing a man to inherit his millions by having sex with him.,,,,,,
5963,"Children's Hour, The",1961,https://images-na.ssl-images-amazon.com/images/M/MV5BNDRjYzQ4OTgtZjlmMC00ZmU2LThjYWMtNjYyM2M2NDk5NDc1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,7.8,A troublemaking student at a girls' school accuses two teachers of being lesbians.,,,,,,
5965,"Duellists, The",1977,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTgwMjE5NV5BMl5BanBnXkFtZTgwMzM1NDg0MTE@._V1_SX300.jpg,7.5,"A duel between two feuding Napoleonic officers eventually evolves into a decades-long series of duels, after each bout - for various reasons - ends unresolved.",,,,,,
5966,"Kiss Before Dying, A",1956,https://images-na.ssl-images-amazon.com/images/M/MV5BMmUxMTU1NDAtMjIzNC00ZDJhLTkxOWMtODIxZmFiYzM1ZDgxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.8,A ruthless college student resorts to murder in a futile attempt to marry an heiress.,,,,,,
5968,Miami Blues,1990,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NTg1OTAxMl5BMl5BanBnXkFtZTcwNjcxODI1NA@@._V1_SX300.jpg,6.4,"When Fred Frenger gets out of prison, he decides to start over in Miami, Florida, where he starts a violent one-man crime wave. He soon meets up with amiable college student/prostitute ...",,,,,,
5969,My Girl 2,1994,https://images-na.ssl-images-amazon.com/images/M/MV5BMDk3ZTBjZGQtNTVkMi00ZDg5LTkxNzQtZjgyMzI0YjVjMWU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.2,"Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more...",,,,,,
5970,My Girl,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BZDllNDgzZGEtYjlkMC00Njk1LWE5MTktYzBjOGI5OTFlZmYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.8,"A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend.",,,,,,
5971,My Neighbor Totoro,1988,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@._V1_SX300.jpg,8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",,,,,,
5980,Black Christmas,1974,https://images-na.ssl-images-amazon.com/images/M/MV5BMDUxM2IyYzgtMjU1ZS00Mzc4LWIwMmUtYzczMzM5ZWIzNGUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,"During their Christmas break, a group of sorority girls are stalked by a stranger.",,,,,,
5981,"Day of the Triffids, The",1962,https://images-na.ssl-images-amazon.com/images/M/MV5BY2U3NDcxM2UtYTE2Ny00OWEzLTgyZmUtZTliOTVhMDM5N2U0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,6.1,"After an unusual meteor shower leaves most of the human population blind, a merchant navy officer must find a way to conquer tall, aggressive plants which are feeding on people and animals.",,,,,,
5984,"Story of O, The",1975,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE0ODAxNjQxOF5BMl5BanBnXkFtZTcwMzQzMjYyMQ@@._V1_SX300.jpg,5.4,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion. Rene discharges a personal debt by transferring possession of O...",,,,,,
5985,Asoka,2001,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMTkzOTk5Ml5BMl5BanBnXkFtZTcwOTAzMjIyMQ@@._V1_SX300.jpg,6.7,The epic tale of King Asoka's life is recounted here.,,,,,,
5986,Fat City,1972,https://images-na.ssl-images-amazon.com/images/M/MV5BYjQyYzQ2ZWEtZWUwZi00MDVjLTk4MzYtYTc2NmJmYTY5YzBhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.5,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",,,,,,
5989,Catch Me If You Can,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,8.1,"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.",,,,,,
5991,Chicago,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTg1MzMzNl5BMl5BanBnXkFtZTYwMDU0NTk5._V1_SX300.jpg,7.2,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,,,,,,
5992,"Hours, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MDQyNjM2OF5BMl5BanBnXkFtZTcwMjQxOTAzMw@@._V1_SX300.jpg,7.6,"The story of how the novel Mrs. Dalloway"" affects three generations of women", all of whom, in one way or another," have had to deal with suicide in their lives.""",,,
5993,Max,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2OTQzMTU1ODFeQTJeQWpwZ15BbWU2MDQ3NzY5OQ@@._V1_SX300.jpg,6.6,"A film studying the depiction of a friendship between an art dealer named Rothman and his student, Adolf Hitler.",,,,,,
5994,Nicholas Nickleby,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MTMwNDY3OF5BMl5BanBnXkFtZTYwODUzMDM3._V1_SX300.jpg,7.2,"A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.",,,,,,
5995,"Pianist, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.5,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,,,,,,
6000,"House on the Edge of the Park, The",1980,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5MjNmOGYtMzYyZS00YTg1LTk4MDItNTkzOGJmZDJmYjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.9,"Two low-life punks invite themselves to a party at a posh villa and after being taunted by their snobbish hosts, hold everyone hostage and subject them to various forms of torture and mayhem.",,,,,,
6001,"King of Comedy, The",1983,https://images-na.ssl-images-amazon.com/images/M/MV5BNTAyNDM0OGMtMmQ5OS00OGJiLTljMDUtY2Y1OTFlYmM2ZTk2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,7.8,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",,,,,,
6003,Confessions of a Dangerous Mind,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BYmFiMWVmMzUtZTUwMC00ZTVjLTgxMGItODEyNjFkMzNhN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.1,"An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman.",,,,,,
6005,Blue Collar Comedy Tour: The Movie,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzY0ODA4Ml5BMl5BanBnXkFtZTYwOTc3MTg5._V1_SX300.jpg,7.2,The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.,,,,,,
6006,Just Married,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1_SX300.jpg,5.4,"A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.",,,,,,
6008,"Son, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzkzOTQ0NF5BMl5BanBnXkFtZTcwNDg2MjUyMQ@@._V1_SX300.jpg,7.7,"A joinery instructor at a rehab center refuses to take a new teen as his apprentice, but then begins to follow the boy through the hallways and streets.",,,,,,
6012,"Guy Thing, A",2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxOTg3MDczMl5BMl5BanBnXkFtZTcwNzU5MTkzNA@@._V1_SX300.jpg,5.6,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,,,,,,
6013,Kangaroo Jack,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1_SX300.jpg,4.4,"Two childhood friends, a New York hairstylist and a would-be musician, get caught up with the mob and are forced to deliver $50,000 to Australia, but things go haywire when the money is lost to a wild kangaroo.",,,,,,
6014,National Security,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BOTgzZDQzNTQtY2NmMC00YTM1LWEwYmEtZGIwNmJmOTdiOTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.6,Two mismatched security guards are thrown together to bust a smuggling operation.,,,,,,
6016,City of God,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4ODQ3ODkzNV5BMl5BanBnXkFtZTYwOTc4NDI3._V1_SX300.jpg,8.7,"Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer.",,,,,,
6021,"American Friend, The",1977,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFlZDA1YTQtMGJjYy00OTVlLTkxODUtNTgxNWNiMTZkYmExXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.4,"Tom Ripley, who deals in forged art, suggests a picture framer he knows would make a good hit man.",,,,,,
6022,American Me,1992,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMDUzNTQxNV5BMl5BanBnXkFtZTcwNTMxMjcyMQ@@._V1_SX300.jpg,7.2,"A Mexican-American Mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle.",,,,,,
6025,CB4 - The Movie,1993,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NDk1NTMwM15BMl5BanBnXkFtZTcwNDQ5MjYxMQ@@._V1_SX300.jpg,6.2,"A rapumentary""", covering the rise to fame of MC Gusto, Stab Master Arson," and Dead Mike: members of the rap group ""CB4"". We soon learn that these three are not what they seem and don't ...""",,,
6027,Dogfight,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODM3OTk3N15BMl5BanBnXkFtZTcwNDQ2OTEyMQ@@._V1_SX300.jpg,7.5,"In 1963, the night before the 18 years old Birdlace"" Eddie and his friends are shipped to Vietnam. They play a dirty game called 'Dogfight': all of them seek a woman for a party"," and who ...""",,,,,
6031,Imitation of Life,1959,https://images-na.ssl-images-amazon.com/images/M/MV5BNjhiYzRiMzMtODMwZS00OWIwLTk3NTgtYjI1MDMxMDU5OWEzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.9,A struggling young actress with a six year-old daughter sets up housekeeping with a homeless black widow and her light-skinned eight year-old daughter who rejects her mother by trying to pass for white.,,,,,,
6032,"Little Romance, A",1979,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzYxMjMyN15BMl5BanBnXkFtZTcwMjI0NjYxMQ@@._V1_SX300.jpg,7.5,"A French boy (Daniel) and an American girl (Lauren), who goes to school in Paris, meet and begin a little romance. They befriend Julius who enchants them with his storytelling. In an ...",,,,,,
6033,Mystery Date,1991,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MTI0MDc4Nl5BMl5BanBnXkFtZTYwMzY3OTc5._V1_SX300.jpg,6,"A teenage boy would like to meet with a very pretty, blonde girl who lives in the next door. His elder brother helps him with car and credit card to be successful. This simple story will be...",,,,,,
6035,Pépé le Moko,1937,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NTUxMDg0MV5BMl5BanBnXkFtZTgwMjMyMTc0MzE@._V1_SX300.jpg,7.8,"A wanted gangster is both king and prisoner of the Casbah. He is protected from arrest by his friends, but is torn by his desire for freedom outside. A visiting Parisian beauty may just tempt his fate.",,,,,,
6037,Summer Lovers,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNjk0Mjg1NF5BMl5BanBnXkFtZTcwNzAyMTM3NA@@._V1_SX300.jpg,5.6,A young American couple and a French woman engage in a threesome in the Greek Islands.,,,,,,
6039,"Woman in Red, The",1984,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwOTE5NDk2NV5BMl5BanBnXkFtZTYwODY4NTk4._V1_SX300.jpg,5.9,"On his way to work, Teddy spots Charlotte - an incredibly beautiful Woman in Red. He really wants to meet her - but what would his wife say?",,,,,,
6040,Darkness Falls,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BYjcwOGM4ZDUtOGFiZS00YTAxLWExMTQtMWQ1NGU2NTZjYjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.9,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",,,,,,
6042,Blind Spot: Hitler's Secretary,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQwODk0MTIyMF5BMl5BanBnXkFtZTcwMzk0MzQyMQ@@._V1_SX300.jpg,7.3,"Documentary featuring interview footage with Traudl Junge, one of Hitler's personal secretaries during WWII.",,,,,,
6047,Dead Reckoning,1947,https://images-na.ssl-images-amazon.com/images/M/MV5BZTFmNDY0MDAtYWY4YS00YTI3LWIzMWYtOWZhYzFhNGM5NWY1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,7.2,"A soldier runs away rather than receive the Medal of Honor, so his buddy gets permission to investigate, and love and death soon follow.",,,,,,
6051,"Harder They Come, The",1973,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ5MzgzOGEtZDM5ZS00OGJlLWExZGUtODg4ZGM2MzFlNzk3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,7,"Wishing to become a successful Reggae singer, a young Jamaican man finds himself tied to corrupt record producers and drug pushers.",,,,,,
6056,Chaos,2001,https://images-na.ssl-images-amazon.com/images/M/MV5BNzY2NzMzMTg5N15BMl5BanBnXkFtZTYwOTQyNTA5._V1_SX300.jpg,7.1,"A bourgeois couple, modern yet conventional. One night by accident, a young prostitute barges into their lives. Hounded down, beaten up, threatened, she will continue to struggle, with the ...",,,,,,
6057,Biker Boyz,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNTY1NzA4MzJeQTJeQWpwZ15BbWU2MDQzMTMzNw@@._V1_SX300.jpg,4.6,A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.,,,,,,
6058,Final Destination 2,2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyODAzN15BMl5BanBnXkFtZTYwNjc5NDQ3._V1_SX300.jpg,6.2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",,,,,,
6059,"Recruit, The",2003,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1_SX300.jpg,6.6,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,,,,,,
6060,"Guru, The",2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NzY2MDk0Nl5BMl5BanBnXkFtZTYwNTUxMTg5._V1_SX300.jpg,5.4,South Asian Ramu Gupta has always been fascinated with western movie musicals and has wanted to be an American movie star primarily as a dancer. So when he hears from his friend Vijay Rao ...,,,,,,
6062,Lost in La Mancha,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzY1ODUwM15BMl5BanBnXkFtZTcwOTg1MTQyMQ@@._V1_SX300.jpg,7.4,"Terry Gilliam's doomed attempt to get his film, The Man Who Killed Don Quixote (2018), off the ground.",,,,,,
6063,May,2002,https://images-na.ssl-images-amazon.com/images/M/MV5BZjUwYzdjMjAtN2FjMS00NDNhLWJlNjYtODBkNzllYTFjMjhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.7,A lonely young woman traumatized by a difficult childhood and her increasingly desperate attempts to connect with the people around her is sent into a murderous tailspin.,,,,,,
6064,"Harder They Fall, The",1956,https://images-na.ssl-images-amazon.com/images/M/MV5BYjRkNDZjYzUtOGMyOS00NWRmLTg4NWItMDNmYzk5NTRiNzE5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,7.6,"Down-on-his-luck ex-sportswriter Eddie Willis is hired by shady fight promoter Nick Benko to promote his latest find, an unknown but easily exploitable phenom from Argentina.",,,,,,
6073,Victim,1961,https://images-na.ssl-images-amazon.com/images/M/MV5BYzEzZTVjM2QtNWUxMC00YzRkLWJkN2MtNTg5NWQzYjk0ZDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.8,A prominent lawyer goes after a blackmailer who threatens gay men with exposure (homosexual acts still being illegal). But he's gay himself...,,,,,,
6077,Evil Under the Sun,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTY5ODg5Nl5BMl5BanBnXkFtZTYwNDcyODI5._V1_SX300.jpg,7,"Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi.",,,,,,
6078,Firefox,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BM2RjZjcxNzktMmU3YS00YmViLWE1MjgtNDYwNGQ5ZjBlNzhhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.9,A pilot is sent into the Soviet Union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink,,,,,,
6084,Honkytonk Man,1982,https://images-na.ssl-images-amazon.com/images/M/MV5BNzg0ZWI2ZmUtZmFlMi00YjcxLWJlYzItZDA1NDdjODQ3NTE1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.6,"As the film opens on an Oklahoma farm during the depression, two simultaneous visitors literally hit the Wagoneer home: a ruinous dust storm and a convertible crazily driven by Red, the ...",,,,,,
